Pair	jaccard	forbes	tetra
BCP_ENCSR000EYV_GM12878_JUND(TFsFromGheorghe)MACS_ENCSR000BSM_SK-N-SH_YY1 (TFsFromGheorghe)	4618	8295	5917
BCP_ENCSR000EZK_HeLa-S3_STAT1(TFsFromGheorghe)BCP_ENCSR391JII_MCF-7_RCOR1 (TFsFromGheorghe)	13992	12157	10358
BCP_ENCSR000BJY_GM12878_ATF3(TFsFromGheorghe)MACS_ENCSR000BJC_Ishikawa_NR3C1 (TFsFromGheorghe)	14894	26766	26966
MACS_ENCSR000EEV_HepG2_NR3C1(TFsFromGheorghe)MACS_ENCSR000EVU_endothelial_cell_of_umbilical_vein_FOS (TFsFromGheorghe)	1240	11291	10831
BCP_ENCSR000EFC_IMR-90_CHD1(TFsFromGheorghe)MACS_ENCSR000BPT_A549_ELF1 (TFsFromGheorghe)	29042	26462	27225
BCP_ENCSR000BPM_A549_YY1(TFsFromGheorghe)MACS_ENCSR000BVH_HCT116_ELF1 (TFsFromGheorghe)	30028	32417	30456
BCP_ENCSR000BRP_HepG2_TEAD4(TFsFromGheorghe)MACS_ENCSR000BJA_H1-hESC_EGR1 (TFsFromGheorghe)	8447	7575	5055
BCP_ENCSR904YPP_GM12878_NR3C1(TFsFromGheorghe)MACS_ENCSR000EEH_HepG2_NRF1 (TFsFromGheorghe)	24805	34721	27294
BCP_ENCSR994YLZ_liver_YY1(TFsFromGheorghe)MACS_ENCSR000BTA_SK-N-SH_ELF1 (TFsFromGheorghe)	29891	27451	26871
BCP_ENCSR000BSK_SK-N-SH_JUND(TFsFromGheorghe)BCP_ENCSR000BSQ_Ishikawa_EGR1 (TFsFromGheorghe)	7714	5330	4092
BCP_ENCSR000BMQ_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR000DOO_MCF_10A_FOS (TFsFromGheorghe)	7361	1570	2363
BCP_ENCSR000EWF_K562_YY1(TFsFromGheorghe)BCP_ENCSR000FAI_K562_FOS (TFsFromGheorghe)	14007	22294	14295
BCP_ENCSR000DZE_GM12878_CHD1(TFsFromGheorghe)MACS_ENCSR000BGK_HepG2_JUND (TFsFromGheorghe)	22467	21374	24344
BCP_ENCSR000BNX_HCT116_YY1(TFsFromGheorghe)BCP_ENCSR994YLZ_liver_YY1 (TFsFromGheorghe)	30506	25471	26685
BCP_ENCSR000BKD_H1-hESC_YY1(TFsFromGheorghe)BCP_ENCSR000DYI_A549_CEBPB (TFsFromGheorghe)	10183	1341	1932
BCP_ENCSR382MOM_liver_YY1(TFsFromGheorghe)MACS_ENCSR000DYS_GM12878_JUND (TFsFromGheorghe)	15534	15834	15607
MACS_ENCSR000DYV_GM12878_MAFK(TFsFromGheorghe)MACS_ENCSR000EGN_K562_JUND (TFsFromGheorghe)	3555	7995	8942
BCP_ENCSR000EEV_HepG2_NR3C1(TFsFromGheorghe)MACS_ENCSR853ADA_HepG2_NRF1 (TFsFromGheorghe)	8703	34410	32140
MACS_ENCSR000EHK_K562_STAT1(TFsFromGheorghe)MACS_ENCSR475SOC_MCF-7_ELF1 (TFsFromGheorghe)	12646	30945	16726
MACS_ENCSR000BPM_A549_YY1(TFsFromGheorghe)MACS_ENCSR000EGX_K562_MAFK (TFsFromGheorghe)	26029	11994	18920
BCP_ENCSR000BKP_H1-hESC_JUND(TFsFromGheorghe)BCP_ENCSR000BPT_A549_ELF1 (TFsFromGheorghe)	29885	28539	27234
BCP_ENCSR000EEV_HepG2_NR3C1(TFsFromGheorghe)MACS_ENCSR000BSY_Ishikawa_YY1 (TFsFromGheorghe)	7990	33998	34669
BCP_ENCSR135ANT_MCF-7_NRF1(TFsFromGheorghe)MACS_ENCSR000EGV_K562_BHLHE40 (TFsFromGheorghe)	26038	22248	25850
BCP_ENCSR000BMD_K562_ELF1(TFsFromGheorghe)MACS_ENCSR000BKJ_GM12891_YY1 (TFsFromGheorghe)	30544	21638	27663
BCP_ENCSR000EHE_K562_CEBPB(TFsFromGheorghe)MACS_ENCSR000BLT_GM12892_YY1 (TFsFromGheorghe)	20904	5602	10533
BCP_ENCSR000BUX_MCF-7_EGR1(TFsFromGheorghe)MACS_ENCSR853ADA_HepG2_NRF1 (TFsFromGheorghe)	25917	29143	29073
BCP_ENCSR000BRG_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR681NOM_GM12878_CEBPB (TFsFromGheorghe)	17713	34800	23265
BCP_ENCSR000EEX_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR000EBU_H1-hESC_CHD1 (TFsFromGheorghe)	11133	8446	6979
BCP_ENCSR000DZM_GM12878_STAT1(TFsFromGheorghe)MACS_ENCSR000FAU_K562_STAT1 (TFsFromGheorghe)	3783	30809	10800
BCP_ENCSR000BGK_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR000EYZ_GM12878_FOS (TFsFromGheorghe)	15767	27169	20831
BCP_ENCSR000EDT_HepG2_BHLHE40(TFsFromGheorghe)MACS_ENCSR000BSY_Ishikawa_YY1 (TFsFromGheorghe)	32446	25541	31632
MACS_ENCSR000BUG_HCT116_ATF3(TFsFromGheorghe)MACS_ENCSR000EYZ_GM12878_FOS (TFsFromGheorghe)	3253	9216	3116
MACS_ENCSR000DON_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000EWF_K562_YY1 (TFsFromGheorghe)	11274	3340	5477
BCP_ENCSR000BUD_A549_TEAD4(TFsFromGheorghe)BCP_ENCSR000EEH_HepG2_NRF1 (TFsFromGheorghe)	3724	11479	4874
BCP_ENCSR000EDA_HeLa-S3_CEBPB(TFsFromGheorghe)BCP_ENCSR000EFG_IMR-90_RCOR1 (TFsFromGheorghe)	22782	15230	18962
MACS_ENCSR000EEE_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR904YPP_GM12878_NR3C1 (TFsFromGheorghe)	19124	6453	12935
BCP_ENCSR000BSD_HCT116_CEBPB(TFsFromGheorghe)BCP_ENCSR000BVH_HCT116_ELF1 (TFsFromGheorghe)	13732	27060	16930
BCP_ENCSR000EBV_H1-hESC_CEBPB(TFsFromGheorghe)MACS_ENCSR000EWF_K562_YY1 (TFsFromGheorghe)	14037	10302	9369
MACS_ENCSR000EFM_IMR-90_CEBPB(TFsFromGheorghe)MACS_ENCSR475SOC_MCF-7_ELF1 (TFsFromGheorghe)	5395	6536	11370
MACS_ENCSR618ICR_A549_RCOR1(TFsFromGheorghe)MACS_ENCSR975SSR_K562_ELF1 (TFsFromGheorghe)	17483	29653	20425
BCP_ENCSR000BRF_A549_JUND(TFsFromGheorghe)BCP_ENCSR494TDU_K562_NRF1 (TFsFromGheorghe)	29768	22568	25051
BCP_ENCSR000EDZ_HepG2_MAFK(TFsFromGheorghe)MACS_ENCSR000EHE_K562_CEBPB (TFsFromGheorghe)	11756	1193	2248
BCP_ENCSR000AQK_H1-hESC_CHD1(TFsFromGheorghe)BCP_ENCSR000BMB_GM12878_ELF1 (TFsFromGheorghe)	20546	12678	14272
MACS_ENCSR000EIB_SK-N-SH_JUND(TFsFromGheorghe)MACS_ENCSR975SSR_K562_ELF1 (TFsFromGheorghe)	16836	13020	14192
BCP_ENCSR000DZM_GM12878_STAT1(TFsFromGheorghe)BCP_ENCSR000EBS_H1-hESC_MAFK (TFsFromGheorghe)	285	896	395
BCP_ENCSR000BJT_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000EYZ_GM12878_FOS (TFsFromGheorghe)	18447	31686	20997
BCP_ENCSR000BSR_MCF-7_CEBPB(TFsFromGheorghe)MACS_ENCSR000BRX_GM12878_CEBPB (TFsFromGheorghe)	8845	11269	8641
BCP_ENCSR000BSM_SK-N-SH_YY1(TFsFromGheorghe)MACS_ENCSR177HDZ_HepG2_FOS (TFsFromGheorghe)	28158	26396	27183
BCP_ENCSR000EDT_HepG2_BHLHE40(TFsFromGheorghe)MACS_ENCSR000EYZ_GM12878_FOS (TFsFromGheorghe)	18644	30321	23362
MACS_ENCSR000EVU_endothelial_cell_of_umbilical_vein_FOS(TFsFromGheorghe)MACS_ENCSR480LIS_liver_ATF3 (TFsFromGheorghe)	29084	8781	19444
BCP_ENCSR000DYI_A549_CEBPB(TFsFromGheorghe)MACS_ENCSR681NOM_GM12878_CEBPB (TFsFromGheorghe)	20880	27191	25905
MACS_ENCSR000BLB_Ishikawa_NR3C1(TFsFromGheorghe)MACS_ENCSR000EBS_H1-hESC_MAFK (TFsFromGheorghe)	17868	17327	15170
BCP_ENCSR000BGK_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR000EEE_HepG2_CEBPB (TFsFromGheorghe)	26003	13952	23410
BCP_ENCSR000BSA_HCT116_JUND(TFsFromGheorghe)MACS_ENCSR000BRK_K562_TEAD4 (TFsFromGheorghe)	16322	10086	17426
BCP_ENCSR000DZO_GM12878_NRF1(TFsFromGheorghe)BCP_ENCSR618ICR_A549_RCOR1 (TFsFromGheorghe)	10095	30368	16352
BCP_ENCSR000BUX_MCF-7_EGR1(TFsFromGheorghe)MACS_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	9795	10104	9253
BCP_ENCSR000BNX_HCT116_YY1(TFsFromGheorghe)MACS_ENCSR000EBU_H1-hESC_CHD1 (TFsFromGheorghe)	23685	21919	20550
BCP_ENCSR000EYZ_GM12878_FOS(TFsFromGheorghe)MACS_ENCSR975SSR_K562_ELF1 (TFsFromGheorghe)	17003	34423	25631
BCP_ENCSR000DYV_GM12878_MAFK(TFsFromGheorghe)BCP_ENCSR000FAU_K562_STAT1 (TFsFromGheorghe)	2763	18315	6803
BCP_ENCSR480LIS_liver_ATF3(TFsFromGheorghe)MACS_ENCSR000BRF_A549_JUND (TFsFromGheorghe)	24873	17695	21159
BCP_ENCSR000BKD_H1-hESC_YY1(TFsFromGheorghe)BCP_ENCSR000BLT_GM12892_YY1 (TFsFromGheorghe)	33989	29381	32537
BCP_ENCSR000EFH_IMR-90_MAFK(TFsFromGheorghe)MACS_ENCSR000BPT_A549_ELF1 (TFsFromGheorghe)	16288	5234	7508
BCP_ENCSR000BRG_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR480LIS_liver_ATF3 (TFsFromGheorghe)	3707	13462	10838
BCP_ENCSR000AQD_K562_CHD1(TFsFromGheorghe)MACS_ENCSR000BJY_GM12878_ATF3 (TFsFromGheorghe)	8438	10957	7422
BCP_ENCSR000EFG_IMR-90_RCOR1(TFsFromGheorghe)MACS_ENCSR000BSD_HCT116_CEBPB (TFsFromGheorghe)	26716	22365	22674
BCP_ENCSR000AQK_H1-hESC_CHD1(TFsFromGheorghe)MACS_ENCSR000BJY_GM12878_ATF3 (TFsFromGheorghe)	4714	4164	2704
BCP_ENCSR000EGG_K562_RCOR1(TFsFromGheorghe)MACS_ENCSR000EDJ_HeLa-S3_NRF1 (TFsFromGheorghe)	17933	23654	24641
BCP_ENCSR000EDA_HeLa-S3_CEBPB(TFsFromGheorghe)BCP_ENCSR000EWF_K562_YY1 (TFsFromGheorghe)	9985	11342	11624
BCP_ENCSR000BLB_Ishikawa_NR3C1(TFsFromGheorghe)BCP_ENCSR618ICR_A549_RCOR1 (TFsFromGheorghe)	12959	33416	19268
BCP_ENCSR555PBN_MCF-7_MAFK(TFsFromGheorghe)MACS_ENCSR480LIS_liver_ATF3 (TFsFromGheorghe)	9881	2990	3844
BCP_ENCSR541WQI_A549_MAFK(TFsFromGheorghe)MACS_ENCSR000BLZ_SK-N-SH_YY1 (TFsFromGheorghe)	12745	1011	2053
BCP_ENCSR000BSY_Ishikawa_YY1(TFsFromGheorghe)BCP_ENCSR000DZC_GM12878_RCOR1 (TFsFromGheorghe)	25076	25829	22661
BCP_ENCSR000BMZ_HepG2_ELF1(TFsFromGheorghe)BCP_ENCSR398YBM_A549_CHD1 (TFsFromGheorghe)	25847	27613	23754
MACS_ENCSR000EEV_HepG2_NR3C1(TFsFromGheorghe)MACS_ENCSR000EHK_K562_STAT1 (TFsFromGheorghe)	2150	20015	5512
MACS_ENCSR000BKD_H1-hESC_YY1(TFsFromGheorghe)MACS_ENCSR000BUD_A549_TEAD4 (TFsFromGheorghe)	25907	12493	20258
BCP_ENCSR000BNE_K562_EGR1(TFsFromGheorghe)BCP_ENCSR000EHZ_SK-N-SH_NRF1 (TFsFromGheorghe)	22399	27084	23484
BCP_ENCSR000EGN_K562_JUND(TFsFromGheorghe)MACS_ENCSR000BIO_A549_NR3C1 (TFsFromGheorghe)	2504	25413	18703
BCP_ENCSR000BSD_HCT116_CEBPB(TFsFromGheorghe)MACS_ENCSR000BLB_Ishikawa_NR3C1 (TFsFromGheorghe)	11725	13866	9602
BCP_ENCSR000DZO_GM12878_NRF1(TFsFromGheorghe)MACS_ENCSR000DOG_K562_ATF3 (TFsFromGheorghe)	21679	35238	27137
BCP_ENCSR000AQD_K562_CHD1(TFsFromGheorghe)MACS_ENCSR000BMQ_GM12878_EGR1 (TFsFromGheorghe)	26665	21360	22154
BCP_ENCSR000EEH_HepG2_NRF1(TFsFromGheorghe)MACS_ENCSR000BRG_GM12878_EGR1 (TFsFromGheorghe)	22979	35412	26299
BCP_ENCSR000BSQ_Ishikawa_EGR1(TFsFromGheorghe)BCP_ENCSR000DOP_MCF_10A_FOS (TFsFromGheorghe)	7527	3944	4290
BCP_ENCSR618ICR_A549_RCOR1(TFsFromGheorghe)MACS_ENCSR000BUG_HCT116_ATF3 (TFsFromGheorghe)	10377	31483	16082
BCP_ENCSR000EYZ_GM12878_FOS(TFsFromGheorghe)MACS_ENCSR000BUX_MCF-7_EGR1 (TFsFromGheorghe)	12751	32055	21993
BCP_ENCSR681NOM_GM12878_CEBPB(TFsFromGheorghe)MACS_ENCSR000EUM_GM12878_YY1 (TFsFromGheorghe)	5309	20055	7676
BCP_ENCSR000BKU_K562_YY1(TFsFromGheorghe)BCP_ENCSR000DZO_GM12878_NRF1 (TFsFromGheorghe)	28885	32807	29959
BCP_ENCSR000BKP_H1-hESC_JUND(TFsFromGheorghe)MACS_ENCSR000EHK_K562_STAT1 (TFsFromGheorghe)	4668	12706	7200
BCP_ENCSR000BPM_A549_YY1(TFsFromGheorghe)BCP_ENCSR000DOT_MCF_10A_FOS (TFsFromGheorghe)	18025	8492	11084
MACS_ENCSR000EBV_H1-hESC_CEBPB(TFsFromGheorghe)MACS_ENCSR000EGN_K562_JUND (TFsFromGheorghe)	28659	12701	22610
BCP_ENCSR000EIB_SK-N-SH_JUND(TFsFromGheorghe)MACS_ENCSR000DYI_A549_CEBPB (TFsFromGheorghe)	22513	10193	17409
MACS_ENCSR000BJA_H1-hESC_EGR1(TFsFromGheorghe)MACS_ENCSR000BVO_T47D_JUND (TFsFromGheorghe)	13072	12466	9833
BCP_ENCSR000BRZ_HCT116_EGR1(TFsFromGheorghe)BCP_ENCSR000ECM_HeLa-S3_RCOR1 (TFsFromGheorghe)	22578	28585	23749
BCP_ENCSR000DZJ_GM12878_BHLHE40(TFsFromGheorghe)MACS_ENCSR000EUM_GM12878_YY1 (TFsFromGheorghe)	6948	17933	12407
BCP_ENCSR000EBV_H1-hESC_CEBPB(TFsFromGheorghe)BCP_ENCSR000EGX_K562_MAFK (TFsFromGheorghe)	13780	7675	7996
BCP_ENCSR000ECK_HeLa-S3_MAFK(TFsFromGheorghe)MACS_ENCSR000EBV_H1-hESC_CEBPB (TFsFromGheorghe)	16666	10167	11287
BCP_ENCSR480LIS_liver_ATF3(TFsFromGheorghe)MACS_ENCSR000BSA_HCT116_JUND (TFsFromGheorghe)	25087	18995	20822
MACS_ENCSR000BKC_H1-hESC_ATF3(TFsFromGheorghe)MACS_ENCSR135ANT_MCF-7_NRF1 (TFsFromGheorghe)	32286	33621	31637
BCP_ENCSR000ECM_HeLa-S3_RCOR1(TFsFromGheorghe)BCP_ENCSR000EDA_HeLa-S3_CEBPB (TFsFromGheorghe)	32292	24668	30608
BCP_ENCSR480LIS_liver_ATF3(TFsFromGheorghe)MACS_ENCSR000DJX_K562_JUND (TFsFromGheorghe)	19487	10522	17215
BCP_ENCSR116TFA_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	4085	3134	2052
BCP_ENCSR000DOP_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000BMZ_HepG2_ELF1 (TFsFromGheorghe)	19421	3674	7714
BCP_ENCSR000BMB_GM12878_ELF1(TFsFromGheorghe)MACS_ENCSR000BTT_Ishikawa_CEBPB (TFsFromGheorghe)	16708	7263	9201
BCP_ENCSR000BSW_Ishikawa_TEAD4(TFsFromGheorghe)BCP_ENCSR000EHK_K562_STAT1 (TFsFromGheorghe)	4161	13961	8779
MACS_ENCSR000AQD_K562_CHD1(TFsFromGheorghe)MACS_ENCSR000BRF_A549_JUND (TFsFromGheorghe)	32893	20645	28575
BCP_ENCSR904YPP_GM12878_NR3C1(TFsFromGheorghe)MACS_ENCSR998AJK_K562_NRF1 (TFsFromGheorghe)	27757	28470	33013
BCP_ENCSR000BVJ_HCT116_TEAD4(TFsFromGheorghe)BCP_ENCSR904YPP_GM12878_NR3C1 (TFsFromGheorghe)	5618	11080	5141
BCP_ENCSR000EBV_H1-hESC_CEBPB(TFsFromGheorghe)MACS_ENCSR000BRZ_HCT116_EGR1 (TFsFromGheorghe)	14891	10761	10034
BCP_ENCSR681NOM_GM12878_CEBPB(TFsFromGheorghe)MACS_ENCSR000DYI_A549_CEBPB (TFsFromGheorghe)	14537	26403	31421
BCP_ENCSR000BMB_GM12878_ELF1(TFsFromGheorghe)MACS_ENCSR000EGX_K562_MAFK (TFsFromGheorghe)	17018	7922	9721
BCP_ENCSR517QHU_GM12878_BHLHE40(TFsFromGheorghe)MACS_ENCSR000BJC_Ishikawa_NR3C1 (TFsFromGheorghe)	27328	12946	19704
BCP_ENCSR000BSK_SK-N-SH_JUND(TFsFromGheorghe)BCP_ENCSR000BUQ_SK-N-SH_TEAD4 (TFsFromGheorghe)	35390	34480	35187
BCP_ENCSR000EYZ_GM12878_FOS(TFsFromGheorghe)MACS_ENCSR000EBV_H1-hESC_CEBPB (TFsFromGheorghe)	4613	16969	11768
BCP_ENCSR000BTT_Ishikawa_CEBPB(TFsFromGheorghe)MACS_ENCSR000BSW_Ishikawa_TEAD4 (TFsFromGheorghe)	30845	24425	30850
MACS_ENCSR000BIO_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000DOT_MCF_10A_FOS (TFsFromGheorghe)	1014	15829	13818
BCP_ENCSR000DOT_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000BNX_HCT116_YY1 (TFsFromGheorghe)	28848	12399	20563
MACS_ENCSR000BSY_Ishikawa_YY1(TFsFromGheorghe)MACS_ENCSR000DKB_K562_FOS (TFsFromGheorghe)	23322	11401	16488
BCP_ENCSR000EDT_HepG2_BHLHE40(TFsFromGheorghe)MACS_ENCSR000DKB_K562_FOS (TFsFromGheorghe)	22150	16421	17058
BCP_ENCSR000BKJ_GM12891_YY1(TFsFromGheorghe)MACS_ENCSR000BKJ_GM12891_YY1 (TFsFromGheorghe)	35838	34104	35903
MACS_ENCSR000ECC_H1-hESC_NRF1(TFsFromGheorghe)MACS_ENCSR000EUM_GM12878_YY1 (TFsFromGheorghe)	8790	23614	12433
BCP_ENCSR000BRP_HepG2_TEAD4(TFsFromGheorghe)MACS_ENCSR000EFM_IMR-90_CEBPB (TFsFromGheorghe)	13359	8954	17495
BCP_ENCSR000BSS_MCF-7_ELF1(TFsFromGheorghe)BCP_ENCSR000DYJ_A549_BHLHE40 (TFsFromGheorghe)	18792	31508	23147
BCP_ENCSR000DZC_GM12878_RCOR1(TFsFromGheorghe)BCP_ENCSR541WQI_A549_MAFK (TFsFromGheorghe)	3910	616	764
BCP_ENCSR000AQD_K562_CHD1(TFsFromGheorghe)BCP_ENCSR000EGC_K562_RCOR1 (TFsFromGheorghe)	20800	19134	17174
MACS_ENCSR000EGG_K562_RCOR1(TFsFromGheorghe)MACS_ENCSR000FAU_K562_STAT1 (TFsFromGheorghe)	7242	20656	25877
BCP_ENCSR000BUX_MCF-7_EGR1(TFsFromGheorghe)MACS_ENCSR000EDA_HeLa-S3_CEBPB (TFsFromGheorghe)	13219	13864	21504
MACS_ENCSR000BQI_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR000BRG_GM12878_EGR1 (TFsFromGheorghe)	14517	25058	21841
BCP_ENCSR000BLZ_SK-N-SH_YY1(TFsFromGheorghe)MACS_ENCSR000BNE_K562_EGR1 (TFsFromGheorghe)	31544	19915	27131
BCP_ENCSR000EGN_K562_JUND(TFsFromGheorghe)MACS_ENCSR000BNE_K562_EGR1 (TFsFromGheorghe)	34595	22348	32130
BCP_ENCSR000BID_HepG2_BHLHE40(TFsFromGheorghe)BCP_ENCSR000BSY_Ishikawa_YY1 (TFsFromGheorghe)	12360	24841	17271
BCP_ENCSR000BSU_MCF-7_JUND(TFsFromGheorghe)BCP_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	23810	26662	21721
BCP_ENCSR000EHE_K562_CEBPB(TFsFromGheorghe)MACS_ENCSR000EHK_K562_STAT1 (TFsFromGheorghe)	5841	15095	11984
BCP_ENCSR000BKE_HepG2_ATF3(TFsFromGheorghe)BCP_ENCSR000EEB_HepG2_MAFK (TFsFromGheorghe)	3957	7680	5949
BCP_ENCSR000ECM_HeLa-S3_RCOR1(TFsFromGheorghe)MACS_ENCSR000BJC_Ishikawa_NR3C1 (TFsFromGheorghe)	32750	25182	31738
BCP_ENCSR000BUG_HCT116_ATF3(TFsFromGheorghe)BCP_ENCSR000EFG_IMR-90_RCOR1 (TFsFromGheorghe)	13165	28474	19675
BCP_ENCSR994YLZ_liver_YY1(TFsFromGheorghe)MACS_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	29260	26093	25740
MACS_ENCSR000BNU_K562_ATF3(TFsFromGheorghe)MACS_ENCSR000EYV_GM12878_JUND (TFsFromGheorghe)	13593	16122	12941
BCP_ENCSR000BRG_GM12878_EGR1(TFsFromGheorghe)BCP_ENCSR000EGV_K562_BHLHE40 (TFsFromGheorghe)	13376	31765	27315
BCP_ENCSR000BNU_K562_ATF3(TFsFromGheorghe)MACS_ENCSR000BLB_Ishikawa_NR3C1 (TFsFromGheorghe)	28213	30163	26183
BCP_ENCSR000EFM_IMR-90_CEBPB(TFsFromGheorghe)MACS_ENCSR332EYT_GM12878_STAT1 (TFsFromGheorghe)	7023	1256	1721
BCP_ENCSR000BMB_GM12878_ELF1(TFsFromGheorghe)MACS_ENCSR000BLB_Ishikawa_NR3C1 (TFsFromGheorghe)	27923	27407	26339
BCP_ENCSR000EDT_HepG2_BHLHE40(TFsFromGheorghe)MACS_ENCSR000DON_MCF_10A_FOS (TFsFromGheorghe)	18315	8459	13701
BCP_ENCSR000EGN_K562_JUND(TFsFromGheorghe)BCP_ENCSR618ICR_A549_RCOR1 (TFsFromGheorghe)	6375	21915	17819
BCP_ENCSR000BSS_MCF-7_ELF1(TFsFromGheorghe)BCP_ENCSR000EDA_HeLa-S3_CEBPB (TFsFromGheorghe)	22117	16154	19396
BCP_ENCSR000DYI_A549_CEBPB(TFsFromGheorghe)MACS_ENCSR000BQI_HepG2_CEBPB (TFsFromGheorghe)	34208	24960	31825
MACS_ENCSR000BRG_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR000BTA_SK-N-SH_ELF1 (TFsFromGheorghe)	31105	35413	34063
BCP_ENCSR000BKP_H1-hESC_JUND(TFsFromGheorghe)BCP_ENCSR382MOM_liver_YY1 (TFsFromGheorghe)	22688	14476	17228
MACS_ENCSR000BSQ_Ishikawa_EGR1(TFsFromGheorghe)MACS_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	34122	32908	33133
BCP_ENCSR000EGV_K562_BHLHE40(TFsFromGheorghe)MACS_ENCSR000BKD_H1-hESC_YY1 (TFsFromGheorghe)	32303	17775	28490
BCP_ENCSR392EAA_HeLa-S3_CHD1(TFsFromGheorghe)MACS_ENCSR000EZK_HeLa-S3_STAT1 (TFsFromGheorghe)	21489	14630	16634
BCP_ENCSR000EYZ_GM12878_FOS(TFsFromGheorghe)MACS_ENCSR000BKD_H1-hESC_YY1 (TFsFromGheorghe)	6578	21681	22389
MACS_ENCSR000ECM_HeLa-S3_RCOR1(TFsFromGheorghe)MACS_ENCSR177HDZ_HepG2_FOS (TFsFromGheorghe)	35312	30134	34572
BCP_ENCSR000ECC_H1-hESC_NRF1(TFsFromGheorghe)MACS_ENCSR000BUD_A549_TEAD4 (TFsFromGheorghe)	11690	18530	14506
BCP_ENCSR681NOM_GM12878_CEBPB(TFsFromGheorghe)MACS_ENCSR000EZK_HeLa-S3_STAT1 (TFsFromGheorghe)	7803	16217	13082
BCP_ENCSR000BRY_H1-hESC_TEAD4(TFsFromGheorghe)MACS_ENCSR000DYV_GM12878_MAFK (TFsFromGheorghe)	1437	2419	1353
BCP_ENCSR000EHK_K562_STAT1(TFsFromGheorghe)MACS_ENCSR000BPS_A549_ATF3 (TFsFromGheorghe)	6472	19808	14560
MACS_ENCSR382MOM_liver_YY1(TFsFromGheorghe)MACS_ENCSR480LIS_liver_ATF3 (TFsFromGheorghe)	35770	23515	35787
BCP_ENCSR000BKU_K562_YY1(TFsFromGheorghe)BCP_ENCSR000EEV_HepG2_NR3C1 (TFsFromGheorghe)	11321	35184	30764
BCP_ENCSR000EGX_K562_MAFK(TFsFromGheorghe)MACS_ENCSR000DYS_GM12878_JUND (TFsFromGheorghe)	19091	20818	18526
BCP_ENCSR000DYJ_A549_BHLHE40(TFsFromGheorghe)BCP_ENCSR000DYS_GM12878_JUND (TFsFromGheorghe)	21476	34097	24084
MACS_ENCSR205FOW_liver_ATF3(TFsFromGheorghe)MACS_ENCSR494TDU_K562_NRF1 (TFsFromGheorghe)	22029	7980	13512
BCP_ENCSR000EDZ_HepG2_MAFK(TFsFromGheorghe)MACS_ENCSR000AQD_K562_CHD1 (TFsFromGheorghe)	4716	250	297
BCP_ENCSR000BRZ_HCT116_EGR1(TFsFromGheorghe)MACS_ENCSR000EDA_HeLa-S3_CEBPB (TFsFromGheorghe)	12467	14578	22137
BCP_ENCSR000DZJ_GM12878_BHLHE40(TFsFromGheorghe)MACS_ENCSR135ANT_MCF-7_NRF1 (TFsFromGheorghe)	29661	25789	26400
BCP_ENCSR000BKC_H1-hESC_ATF3(TFsFromGheorghe)MACS_ENCSR000DJX_K562_JUND (TFsFromGheorghe)	14420	20256	25566
BCP_ENCSR000DOP_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR541WQI_A549_MAFK (TFsFromGheorghe)	23970	3797	12198
BCP_ENCSR000BLZ_SK-N-SH_YY1(TFsFromGheorghe)MACS_ENCSR000EHE_K562_CEBPB (TFsFromGheorghe)	20980	7485	13071
BCP_ENCSR000BKC_H1-hESC_ATF3(TFsFromGheorghe)BCP_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	28096	35031	28857
BCP_ENCSR000EZK_HeLa-S3_STAT1(TFsFromGheorghe)BCP_ENCSR837EYC_K562_NRF1 (TFsFromGheorghe)	9826	8289	6086
BCP_ENCSR000BNT_HepG2_YY1(TFsFromGheorghe)MACS_ENCSR000DOP_MCF_10A_FOS (TFsFromGheorghe)	8919	1174	2106
BCP_ENCSR000EDZ_HepG2_MAFK(TFsFromGheorghe)BCP_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	14234	8646	9304
MACS_ENCSR000EEI_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	33307	20380	31481
BCP_ENCSR000DOG_K562_ATF3(TFsFromGheorghe)MACS_ENCSR000FAU_K562_STAT1 (TFsFromGheorghe)	2519	21010	5893
